taxlevel	rankID	taxon	daughterlevels	total	Lakeview1	Lakeview2	Lakeview3	Lakeview4	Lakeview5	Lakeview6	Lakeview7	Lakeview8
6	0.2.6.1.4.4.2	Haliscomenobacter	0	441	15	35	74	109	50	57	56	45
6	0.2.6.1.4.4.3	Lewinella	0	1	0	0	0	0	0	0	1	0
6	0.2.6.1.4.4.4	Phaeodactylibacter	0	2	1	0	1	0	0	0	0	0
6	0.2.6.1.4.4.5	Saprospiraceae_unclassified	0	72	12	19	9	10	1	9	4	8
6	0.2.6.1.4.4.6	uncultured	0	950	32	67	102	214	137	116	145	137
5	0.2.6.1.4.5	uncultured	1	99	41	19	7	5	8	8	10	1
6	0.2.6.1.4.5.1	uncultured_ge	0	99	41	19	7	5	8	8	10	1
4	0.2.6.1.5	Cytophagales	7	7244	1960	1035	714	1261	576	539	580	579
5	0.2.6.1.5.1	Amoebophilaceae	1	4	1	2	0	0	0	0	0	1
6	0.2.6.1.5.1.1	Candidatus_Amoebophilus	0	4	1	2	0	0	0	0	0	1
5	0.2.6.1.5.2	Cyclobacteriaceae	2	3832	646	493	404	909	331	344	348	357
6	0.2.6.1.5.2.1	Algoriphagus	0	3831	645	493	404	909	331	344	348	357
6	0.2.6.1.5.2.2	uncultured	0	1	1	0	0	0	0	0	0	0
5	0.2.6.1.5.3	Cytophagaceae	1	3	0	3	0	0	0	0	0	0
6	0.2.6.1.5.3.1	Cytophaga	0	3	0	3	0	0	0	0	0	0
5	0.2.6.1.5.4	Cytophagales_unclassified	1	133	11	16	12	20	19	19	21	15
6	0.2.6.1.5.4.1	Cytophagales_unclassified	0	133	11	16	12	20	19	19	21	15
5	0.2.6.1.5.5	Hymenobacteraceae	1	1	0	0	0	0	0	0	0	1
6	0.2.6.1.5.5.1	Hymenobacter	0	1	0	0	0	0	0	0	0	1
5	0.2.6.1.5.6	Microscillaceae	4	1298	95	68	196	288	191	132	161	167
6	0.2.6.1.5.6.1	Chryseolinea	0	1	1	0	0	0	0	0	0	0
6	0.2.6.1.5.6.2	Microscillaceae_unclassified	0	7	1	1	0	3	0	1	1	0
6	0.2.6.1.5.6.3	OLB12	0	8	2	5	0	0	0	0	0	1
6	0.2.6.1.5.6.4	uncultured	0	1282	91	62	196	285	191	131	160	166
5	0.2.6.1.5.7	Spirosomaceae	8	1973	1207	453	102	44	35	44	50	38
6	0.2.6.1.5.7.1	Arsenicibacter	0	1	1	0	0	0	0	0	0	0
6	0.2.6.1.5.7.2	Emticicia	0	25	20	4	1	0	0	0	0	0
6	0.2.6.1.5.7.3	Flectobacillus	0	5	5	0	0	0	0	0	0	0
6	0.2.6.1.5.7.4	Lacihabitans	0	10	3	0	0	2	0	2	2	1
6	0.2.6.1.5.7.5	Pseudarcicella	0	1801	1078	428	101	41	31	41	46	35
6	0.2.6.1.5.7.6	Runella	0	115	98	16	0	0	0	0	1	0
6	0.2.6.1.5.7.7	Spirosomaceae_unclassified	0	13	1	3	0	1	4	1	1	2
6	0.2.6.1.5.7.8	uncultured	0	3	1	2	0	0	0	0	0	0
4	0.2.6.1.6	Flavobacteriales	6	12125	4436	1562	1006	1310	945	932	971	963
5	0.2.6.1.6.1	Crocinitomicaceae	3	3108	1515	485	235	226	160	165	178	144
6	0.2.6.1.6.1.1	Crocinitomicaceae_unclassified	0	12	1	0	2	1	6	0	1	1
6	0.2.6.1.6.1.2	Crocinitomix	0	2	2	0	0	0	0	0	0	0
6	0.2.6.1.6.1.3	Fluviicola	0	3094	1512	485	233	225	154	165	177	143
5	0.2.6.1.6.2	Cryomorphaceae	2	637	217	71	48	49	71	58	67	56
6	0.2.6.1.6.2.1	NS10_marine_group	0	5	0	5	0	0	0	0	0	0
6	0.2.6.1.6.2.2	uncultured	0	632	217	66	48	49	71	58	67	56
5	0.2.6.1.6.3	Flavobacteriaceae	4	5351	2303	691	446	465	350	336	367	393
6	0.2.6.1.6.3.1	Actibacter	0	4	0	4	0	0	0	0	0	0
6	0.2.6.1.6.3.2	Flavobacteriaceae_unclassified	0	3	1	2	0	0	0	0	0	0
6	0.2.6.1.6.3.3	Flavobacterium	0	5343	2301	685	446	465	350	336	367	393
6	0.2.6.1.6.3.4	Lutibacter	0	1	1	0	0	0	0	0	0	0
5	0.2.6.1.6.4	Flavobacteriales_unclassified	1	120	83	8	3	5	1	7	8	5
6	0.2.6.1.6.4.1	Flavobacteriales_unclassified	0	120	83	8	3	5	1	7	8	5
5	0.2.6.1.6.5	NS9_marine_group	1	2655	308	298	249	525	322	320	310	323
6	0.2.6.1.6.5.1	NS9_marine_group_ge	0	2655	308	298	249	525	322	320	310	323
5	0.2.6.1.6.6	Weeksellaceae	4	254	10	9	25	40	41	46	41	42
6	0.2.6.1.6.6.1	Bergeyella	0	1	0	0	0	0	1	0	0	0
6	0.2.6.1.6.6.2	Chryseobacterium	0	13	2	1	3	1	1	0	5	0
6	0.2.6.1.6.6.3	Elizabethkingia	0	214	2	5	22	36	39	41	30	39
6	0.2.6.1.6.6.4	Weeksellaceae_unclassified	0	26	6	3	0	3	0	5	6	3
4	0.2.6.1.7	Sphingobacteriales	11	14579	1814	1623	1751	2450	1734	1805	1838	1564
5	0.2.6.1.7.1	AKYH767	1	112	5	7	11	24	20	11	14	20
6	0.2.6.1.7.1.1	AKYH767_ge	0	112	5	7	11	24	20	11	14	20
5	0.2.6.1.7.2	CMW-169	1	2	0	2	0	0	0	0	0	0
6	0.2.6.1.7.2.1	CMW-169_ge	0	2	0	2	0	0	0	0	0	0
5	0.2.6.1.7.3	KD1-131	1	1	1	0	0	0	0	0	0	0
6	0.2.6.1.7.3.1	KD1-131_ge	0	1	1	0	0	0	0	0	0	0
5	0.2.6.1.7.4	KD3-93	1	117	1	6	14	29	20	13	12	22
6	0.2.6.1.7.4.1	KD3-93_ge	0	117	1	6	14	29	20	13	12	22
5	0.2.6.1.7.5	Lentimicrobiaceae	2	20	5	7	0	2	0	2	3	1
6	0.2.6.1.7.5.1	Lentimicrobiaceae_ge	0	18	5	6	0	2	0	2	3	0
6	0.2.6.1.7.5.2	Lentimicrobiaceae_unclassified	0	2	0	1	0	0	0	0	0	1
5	0.2.6.1.7.6	LiUU-11-161	1	639	47	56	90	129	91	79	79	68
6	0.2.6.1.7.6.1	LiUU-11-161_ge	0	639	47	56	90	129	91	79	79	68
5	0.2.6.1.7.7	NS11-12_marine_group	1	11261	1085	1087	1471	1940	1406	1477	1538	1257
6	0.2.6.1.7.7.1	NS11-12_marine_group_ge	0	11261	1085	1087	1471	1940	1406	1477	1538	1257
5	0.2.6.1.7.8	S15A-MN91	1	1	0	1	0	0	0	0	0	0
6	0.2.6.1.7.8.1	S15A-MN91_ge	0	1	0	1	0	0	0	0	0	0
5	0.2.6.1.7.9	Sphingobacteriaceae	2	140	59	18	4	16	9	9	6	19
6	0.2.6.1.7.9.1	Pedobacter	0	74	5	8	4	15	9	9	6	18
6	0.2.6.1.7.9.2	Solitalea	0	66	54	10	0	1	0	0	0	1
5	0.2.6.1.7.10	Sphingobacteriales_unclassified	1	333	10	47	39	62	46	47	49	33
6	0.2.6.1.7.10.1	Sphingobacteriales_unclassified	0	333	10	47	39	62	46	47	49	33
5	0.2.6.1.7.11	env.OPS_17	1	1953	601	392	122	248	142	167	137	144
6	0.2.6.1.7.11.1	env.OPS_17_ge	0	1953	601	392	122	248	142	167	137	144
3	0.2.6.2	Ignavibacteria	4	13144	659	992	1954	2756	1894	1563	1802	1524
4	0.2.6.2.1	Ignavibacteriales	4	30	11	15	0	0	0	2	1	1
5	0.2.6.2.1.1	Ignavibacteriaceae	1	15	7	6	0	0	0	2	0	0
6	0.2.6.2.1.1.1	Ignavibacterium	0	15	7	6	0	0	0	2	0	0
5	0.2.6.2.1.2	Ignavibacteriales_unclassified	1	1	1	0	0	0	0	0	0	0
6	0.2.6.2.1.2.1	Ignavibacteriales_unclassified	0	1	1	0	0	0	0	0	0	0
5	0.2.6.2.1.3	LD-RB-34	1	9	3	5	0	0	0	0	0	1
6	0.2.6.2.1.3.1	LD-RB-34_ge	0	9	3	5	0	0	0	0	0	1
5	0.2.6.2.1.4	PHOS-HE36	1	5	0	4	0	0	0	0	1	0
6	0.2.6.2.1.4.1	PHOS-HE36_ge	0	5	0	4	0	0	0	0	1	0
4	0.2.6.2.2	Kryptoniales	1	17	6	9	0	0	2	0	0	0
5	0.2.6.2.2.1	BSV26	1	17	6	9	0	0	2	0	0	0
6	0.2.6.2.2.1.1	BSV26_ge	0	17	6	9	0	0	2	0	0	0
4	0.2.6.2.3	OPB56	1	13092	638	967	1954	2756	1892	1561	1801	1523
5	0.2.6.2.3.1	OPB56_fa	1	13092	638	967	1954	2756	1892	1561	1801	1523
6	0.2.6.2.3.1.1	OPB56_ge	0	13092	638	967	1954	2756	1892	1561	1801	1523
4	0.2.6.2.4	SJA-28	1	5	4	1	0	0	0	0	0	0
5	0.2.6.2.4.1	SJA-28_fa	1	5	4	1	0	0	0	0	0	0
6	0.2.6.2.4.1.1	SJA-28_ge	0	5	4	1	0	0	0	0	0	0
3	0.2.6.3	OC31	1	2	0	0	0	0	1	0	1	0
4	0.2.6.3.1	OC31_or	1	2	0	0	0	0	1	0	1	0
5	0.2.6.3.1.1	OC31_fa	1	2	0	0	0	0	1	0	1	0
6	0.2.6.3.1.1.1	OC31_ge	0	2	0	0	0	0	1	0	1	0
2	0.2.7	Caldiserica	1	1	1	0	0	0	0	0	0	0
3	0.2.7.1	Caldisericia	1	1	1	0	0	0	0	0	0	0
4	0.2.7.1.1	Caldisericales	1	1	1	0	0	0	0	0	0	0
5	0.2.7.1.1.1	WCHB1-02	1	1	1	0	0	0	0	0	0	0
6	0.2.7.1.1.1.1	WCHB1-02_ge	0	1	1	0	0	0	0	0	0	0
2	0.2.8	Chlamydiae	1	335	20	15	52	48	41	55	56	48
3	0.2.8.1	Chlamydiae	1	335	20	15	52	48	41	55	56	48
4	0.2.8.1.1	Chlamydiales	5	335	20	15	52	48	41	55	56	48
5	0.2.8.1.1.1	Chlamydiaceae	1	2	1	1	0	0	0	0	0	0
6	0.2.8.1.1.1.1	uncultured	0	2	1	1	0	0	0	0	0	0
5	0.2.8.1.1.2	Chlamydiales_unclassified	1	34	6	5	3	6	7	3	3	1
6	0.2.8.1.1.2.1	Chlamydiales_unclassified	0	34	6	5	3	6	7	3	3	1
5	0.2.8.1.1.3	Parachlamydiaceae	1	9	0	1	2	0	1	4	1	0
6	0.2.8.1.1.3.1	Parachlamydiaceae_unclassified	0	9	0	1	2	0	1	4	1	0
5	0.2.8.1.1.4	Simkaniaceae	3	164	4	3	27	20	24	25	31	30
6	0.2.8.1.1.4.1	Candidatus_Rhabdochlamydia	0	1	1	0	0	0	0	0	0	0
6	0.2.8.1.1.4.2	Simkaniaceae_unclassified	0	34	2	3	3	4	4	6	7	5
6	0.2.8.1.1.4.3	uncultured	0	129	1	0	24	16	20	19	24	25
5	0.2.8.1.1.5	cvE6	1	126	9	5	20	22	9	23	21	17
6	0.2.8.1.1.5.1	cvE6_ge	0	126	9	5	20	22	9	23	21	17
2	0.2.9	Chloroflexi	6	1648	177	76	160	318	165	243	200	309
3	0.2.9.1	Anaerolineae	6	1478	55	51	157	312	163	237	195	308
4	0.2.9.1.1	Anaerolineae_unclassified	1	1	1	0	0	0	0	0	0	0
5	0.2.9.1.1.1	Anaerolineae_unclassified	1	1	1	0	0	0	0	0	0	0
6	0.2.9.1.1.1.1	Anaerolineae_unclassified	0	1	1	0	0	0	0	0	0	0
4	0.2.9.1.2	Anaerolineales	1	43	24	13	0	1	0	1	2	2
5	0.2.9.1.2.1	Anaerolineaceae	4	43	24	13	0	1	0	1	2	2
6	0.2.9.1.2.1.1	Anaerolinea	0	2	1	0	0	0	0	1	0	0
6	0.2.9.1.2.1.2	Anaerolineaceae_unclassified	0	12	6	6	0	0	0	0	0	0
6	0.2.9.1.2.1.3	Leptolinea	0	1	1	0	0	0	0	0	0	0
6	0.2.9.1.2.1.4	uncultured	0	28	16	7	0	1	0	0	2	2
4	0.2.9.1.3	Caldilineales	1	1398	19	36	154	307	160	229	191	302
5	0.2.9.1.3.1	Caldilineaceae	2	1398	19	36	154	307	160	229	191	302
6	0.2.9.1.3.1.1	Caldilineaceae_unclassified	0	461	10	15	53	88	55	73	57	110
6	0.2.9.1.3.1.2	uncultured	0	937	9	21	101	219	105	156	134	192
4	0.2.9.1.4	RBG-13-54-9	1	4	2	1	0	0	0	1	0	0
5	0.2.9.1.4.1	RBG-13-54-9_fa	1	4	2	1	0	0	0	1	0	0
6	0.2.9.1.4.1.1	RBG-13-54-9_ge	0	4	2	1	0	0	0	1	0	0
4	0.2.9.1.5	SBR1031	3	30	7	1	3	4	3	6	2	4
5	0.2.9.1.5.1	A4b	3	25	3	0	3	4	3	6	2	4
6	0.2.9.1.5.1.1	A4b_ge	0	3	2	0	0	1	0	0	0	0
6	0.2.9.1.5.1.2	OLB13	0	1	1	0	0	0	0	0	0	0
6	0.2.9.1.5.1.3	OLB15	0	21	0	0	3	3	3	6	2	4
5	0.2.9.1.5.2	SBR1031_fa	1	4	4	0	0	0	0	0	0	0
6	0.2.9.1.5.2.1	SBR1031_ge	0	4	4	0	0	0	0	0	0	0
5	0.2.9.1.5.3	SBR1031_unclassified	1	1	0	1	0	0	0	0	0	0
6	0.2.9.1.5.3.1	SBR1031_unclassified	0	1	0	1	0	0	0	0	0	0
4	0.2.9.1.6	SJA-15	1	2	2	0	0	0	0	0	0	0
5	0.2.9.1.6.1	SJA-15_fa	1	2	2	0	0	0	0	0	0	0
6	0.2.9.1.6.1.1	SJA-15_ge	0	2	2	0	0	0	0	0	0	0
3	0.2.9.2	Chloroflexi_unclassified	1	3	1	0	0	2	0	0	0	0
4	0.2.9.2.1	Chloroflexi_unclassified	1	3	1	0	0	2	0	0	0	0
5	0.2.9.2.1.1	Chloroflexi_unclassified	1	3	1	0	0	2	0	0	0	0
6	0.2.9.2.1.1.1	Chloroflexi_unclassified	0	3	1	0	0	2	0	0	0	0
3	0.2.9.3	Chloroflexia	2	146	118	22	1	2	0	2	1	0
4	0.2.9.3.1	Chloroflexales	2	145	118	22	1	2	0	1	1	0
5	0.2.9.3.1.1	Chloroflexaceae	1	3	0	0	0	2	0	0	1	0
6	0.2.9.3.1.1.1	Candidatus_Chloroploca	0	3	0	0	0	2	0	0	1	0
5	0.2.9.3.1.2	Roseiflexaceae	1	142	118	22	1	0	0	1	0	0
6	0.2.9.3.1.2.1	uncultured	0	142	118	22	1	0	0	1	0	0
4	0.2.9.3.2	Thermomicrobiales	1	1	0	0	0	0	0	1	0	0
5	0.2.9.3.2.1	JG30-KF-CM45	1	1	0	0	0	0	0	1	0	0
6	0.2.9.3.2.1.1	JG30-KF-CM45_ge	0	1	0	0	0	0	0	1	0	0
3	0.2.9.4	Dehalococcoidia	1	1	1	0	0	0	0	0	0	0
4	0.2.9.4.1	Dehalococcoidia_unclassified	1	1	1	0	0	0	0	0	0	0
5	0.2.9.4.1.1	Dehalococcoidia_unclassified	1	1	1	0	0	0	0	0	0	0
6	0.2.9.4.1.1.1	Dehalococcoidia_unclassified	0	1	1	0	0	0	0	0	0	0
3	0.2.9.5	KD4-96	1	2	1	1	0	0	0	0	0	0
4	0.2.9.5.1	KD4-96_or	1	2	1	1	0	0	0	0	0	0
5	0.2.9.5.1.1	KD4-96_fa	1	2	1	1	0	0	0	0	0	0
6	0.2.9.5.1.1.1	KD4-96_ge	0	2	1	1	0	0	0	0	0	0
3	0.2.9.6	SL56_marine_group	1	18	1	2	2	2	2	4	4	1
4	0.2.9.6.1	SL56_marine_group_or	1	18	1	2	2	2	2	4	4	1
5	0.2.9.6.1.1	SL56_marine_group_fa	1	18	1	2	2	2	2	4	4	1
6	0.2.9.6.1.1.1	SL56_marine_group_ge	0	18	1	2	2	2	2	4	4	1
2	0.2.10	Cloacimonetes	1	1	0	1	0	0	0	0	0	0
3	0.2.10.1	Cloacimonadia	1	1	0	1	0	0	0	0	0	0
4	0.2.10.1.1	Cloacimonadales	1	1	0	1	0	0	0	0	0	0
5	0.2.10.1.1.1	Cloacimonadales_unclassified	1	1	0	1	0	0	0	0	0	0
6	0.2.10.1.1.1.1	Cloacimonadales_unclassified	0	1	0	1	0	0	0	0	0	0
2	0.2.11	Cyanobacteria	4	59442	2801	7171	6163	9500	8881	7751	8766	8409
3	0.2.11.1	Cyanobacteria_unclassified	1	2	1	0	0	1	0	0	0	0
4	0.2.11.1.1	Cyanobacteria_unclassified	1	2	1	0	0	1	0	0	0	0
5	0.2.11.1.1.1	Cyanobacteria_unclassified	1	2	1	0	0	1	0	0	0	0
6	0.2.11.1.1.1.1	Cyanobacteria_unclassified	0	2	1	0	0	1	0	0	0	0
3	0.2.11.2	Melainabacteria	5	3589	250	605	298	512	425	435	504	560
4	0.2.11.2.1	Caenarcaniphilales	1	82	0	14	7	11	12	16	8	14
5	0.2.11.2.1.1	Caenarcaniphilales_fa	1	82	0	14	7	11	12	16	8	14
6	0.2.11.2.1.1.1	Caenarcaniphilales_ge	0	82	0	14	7	11	12	16	8	14
4	0.2.11.2.2	Gastranaerophilales	1	1	1	0	0	0	0	0	0	0
5	0.2.11.2.2.1	Gastranaerophilales_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.11.2.2.1.1	Gastranaerophilales_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.11.2.3	Melainabacteria_unclassified	1	1	1	0	0	0	0	0	0	0
5	0.2.11.2.3.1	Melainabacteria_unclassified	1	1	1	0	0	0	0	0	0	0
6	0.2.11.2.3.1.1	Melainabacteria_unclassified	0	1	1	0	0	0	0	0	0	0
4	0.2.11.2.4	Obscuribacterales	1	3	0	1	0	2	0	0	0	0
5	0.2.11.2.4.1	Obscuribacterales_fa	1	3	0	1	0	2	0	0	0	0
6	0.2.11.2.4.1.1	Obscuribacterales_ge	0	3	0	1	0	2	0	0	0	0
4	0.2.11.2.5	Vampirovibrionales	1	3502	248	590	291	499	413	419	496	546
5	0.2.11.2.5.1	Vampirovibrionales_fa	1	3502	248	590	291	499	413	419	496	546
6	0.2.11.2.5.1.1	Vampirovibrionales_ge	0	3502	248	590	291	499	413	419	496	546
3	0.2.11.3	Oxyphotobacteria	9	55847	2549	6565	5865	8986	8456	7315	8262	7849
4	0.2.11.3.1	Chloroplast	1	2476	694	908	63	78	221	167	147	198
5	0.2.11.3.1.1	Chloroplast_fa	1	2476	694	908	63	78	221	167	147	198
6	0.2.11.3.1.1.1	Chloroplast_ge	0	2476	694	908	63	78	221	167	147	198
4	0.2.11.3.2	Leptolyngbyales	1	1	0	1	0	0	0	0	0	0
5	0.2.11.3.2.1	Leptolyngbyaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.11.3.2.1.1	Chamaesiphon_PCC-7430	0	1	0	1	0	0	0	0	0	0
4	0.2.11.3.3	Limnotrichales	1	1930	23	98	178	345	325	292	336	333
5	0.2.11.3.3.1	Limnotrichaceae	1	1930	23	98	178	345	325	292	336	333
6	0.2.11.3.3.1.1	Limnothrix	0	1930	23	98	178	345	325	292	336	333
4	0.2.11.3.4	Nostocales	6	8989	118	396	1189	1874	1407	1137	1599	1269
5	0.2.11.3.4.1	Cyanobacteriaceae	1	4	1	1	0	1	0	0	1	0
6	0.2.11.3.4.1.1	Symphothece_PCC-7002	0	4	1	1	0	1	0	0	1	0
5	0.2.11.3.4.2	Microcystaceae	5	1227	38	104	122	256	174	201	162	170
6	0.2.11.3.4.2.1	Merismopedia_0BB39S01	0	2	0	1	0	0	0	0	0	1
6	0.2.11.3.4.2.2	Microcystis_PCC-7914	0	1095	33	87	111	244	150	184	142	144
6	0.2.11.3.4.2.3	Snowella_0TU37S04	0	127	5	15	10	11	24	17	20	25
6	0.2.11.3.4.2.4	Synechocystis_BDHKU-20401	0	1	0	0	0	1	0	0	0	0
6	0.2.11.3.4.2.5	Synechocystis_PCC-6803	0	2	0	1	1	0	0	0	0	0
5	0.2.11.3.4.3	Nostocaceae	8	7052	62	268	980	1418	1134	857	1347	986
6	0.2.11.3.4.3.1	Aphanizomenon_MDT14a	0	8	0	0	1	1	3	0	0	3
6	0.2.11.3.4.3.2	Aphanizomenon_NIES81	0	743	4	32	110	152	100	98	149	98
6	0.2.11.3.4.3.3	Cuspidothrix_LMECYA_163	0	152	0	10	16	32	17	17	33	27
6	0.2.11.3.4.3.4	Cylindrospermopsis_CRJ1	0	2200	18	119	290	340	333	313	449	338
6	0.2.11.3.4.3.5	Dolichospermum_NIES41	0	1945	16	45	277	525	339	189	339	215
6	0.2.11.3.4.3.6	Nodularia_PCC-9350	0	2	0	0	0	0	0	1	0	1
6	0.2.11.3.4.3.7	Nostocaceae_unclassified	0	1991	24	62	286	368	340	233	376	302
6	0.2.11.3.4.3.8	Sphaerospermopsis_BCCUSP55	0	11	0	0	0	0	2	6	1	2
5	0.2.11.3.4.4	Nostocales_unclassified	1	5	2	1	1	0	0	1	0	0
6	0.2.11.3.4.4.1	Nostocales_unclassified	0	5	2	1	1	0	0	1	0	0
5	0.2.11.3.4.5	Phormidiaceae	4	700	14	22	86	199	99	78	89	113
6	0.2.11.3.4.5.1	Phormidiaceae_ge	0	621	3	16	83	179	97	66	78	99
6	0.2.11.3.4.5.2	Phormidium_IAM_M-71	0	6	6	0	0	0	0	0	0	0
6	0.2.11.3.4.5.3	Planktothrix_NIVA-CYA_15	0	71	3	6	3	20	2	12	11	14
6	0.2.11.3.4.5.4	uncultured	0	2	2	0	0	0	0	0	0	0
5	0.2.11.3.4.6	Xenococcaceae	1	1	1	0	0	0	0	0	0	0
6	0.2.11.3.4.6.1	Chroococcidiopsis_PCC-6712	0	1	1	0	0	0	0	0	0	0
4	0.2.11.3.5	Oxyphotobacteria_Incertae_Sedis	1	161	4	12	17	35	23	26	20	24
5	0.2.11.3.5.1	Unknown_Family	1	161	4	12	17	35	23	26	20	24
6	0.2.11.3.5.1.1	Unknown_Family_unclassified	0	161	4	12	17	35	23	26	20	24
4	0.2.11.3.6	Oxyphotobacteria_unclassified	1	530	44	105	35	52	86	70	53	85
5	0.2.11.3.6.1	Oxyphotobacteria_unclassified	1	530	44	105	35	52	86	70	53	85
6	0.2.11.3.6.1.1	Oxyphotobacteria_unclassified	0	530	44	105	35	52	86	70	53	85
4	0.2.11.3.7	Phormidesmiales	2	1954	68	102	268	356	294	289	271	306
5	0.2.11.3.7.1	Nodosilineaceae	2	1953	67	102	268	356	294	289	271	306
6	0.2.11.3.7.1.1	Nodosilinea_PCC-7104	0	1950	67	102	268	354	294	289	270	306
6	0.2.11.3.7.1.2	Nodosilineaceae_unclassified	0	3	0	0	0	2	0	0	1	0
5	0.2.11.3.7.2	Phormidesmiales_unclassified	1	1	1	0	0	0	0	0	0	0
6	0.2.11.3.7.2.1	Phormidesmiales_unclassified	0	1	1	0	0	0	0	0	0	0
4	0.2.11.3.8	Pseudanabaenales	1	5103	216	688	616	909	572	631	689	782
5	0.2.11.3.8.1	Pseudanabaenaceae	2	5103	216	688	616	909	572	631	689	782
6	0.2.11.3.8.1.1	Pseudanabaena_PCC-7429	0	5102	216	688	616	909	572	630	689	782
6	0.2.11.3.8.1.2	Synechococcus_PCC-7502	0	1	0	0	0	0	0	1	0	0
4	0.2.11.3.9	Synechococcales	1	34703	1382	4255	3499	5337	5528	4703	5147	4852
5	0.2.11.3.9.1	Cyanobiaceae	2	34703	1382	4255	3499	5337	5528	4703	5147	4852
6	0.2.11.3.9.1.1	Cyanobiaceae_unclassified	0	9	0	2	1	3	1	0	1	1
6	0.2.11.3.9.1.2	Cyanobium_PCC-6307	0	34694	1382	4253	3498	5334	5527	4703	5146	4851
3	0.2.11.4	Sericytochromatia	1	4	1	1	0	1	0	1	0	0
4	0.2.11.4.1	Sericytochromatia_or	1	4	1	1	0	1	0	1	0	0
5	0.2.11.4.1.1	Sericytochromatia_fa	1	4	1	1	0	1	0	1	0	0
6	0.2.11.4.1.1.1	Sericytochromatia_ge	0	4	1	1	0	1	0	1	0	0
2	0.2.12	Deinococcus-Thermus	1	15	2	1	1	3	1	3	0	4
3	0.2.12.1	Deinococci	2	15	2	1	1	3	1	3	0	4
4	0.2.12.1.1	Deinococcales	2	3	2	0	0	0	0	1	0	0
5	0.2.12.1.1.1	Deinococcaceae	1	1	0	0	0	0	0	1	0	0
6	0.2.12.1.1.1.1	Deinococcus	0	1	0	0	0	0	0	1	0	0
5	0.2.12.1.1.2	Trueperaceae	1	2	2	0	0	0	0	0	0	0
6	0.2.12.1.1.2.1	Truepera	0	2	2	0	0	0	0	0	0	0
4	0.2.12.1.2	Deinococci_unclassified	1	12	0	1	1	3	1	2	0	4
5	0.2.12.1.2.1	Deinococci_unclassified	1	12	0	1	1	3	1	2	0	4
6	0.2.12.1.2.1.1	Deinococci_unclassified	0	12	0	1	1	3	1	2	0	4
2	0.2.13	Dependentiae	1	111	21	15	13	10	13	7	7	25
3	0.2.13.1	Babeliae	1	111	21	15	13	10	13	7	7	25
4	0.2.13.1.1	Babeliales	6	111	21	15	13	10	13	7	7	25
5	0.2.13.1.1.1	Babeliaceae	1	12	2	2	0	3	0	1	2	2
6	0.2.13.1.1.1.1	Babeliaceae_ge	0	12	2	2	0	3	0	1	2	2
5	0.2.13.1.1.2	Babeliales_fa	1	16	10	4	0	0	0	0	2	0
6	0.2.13.1.1.2.1	Babeliales_ge	0	16	10	4	0	0	0	0	2	0
5	0.2.13.1.1.3	Babeliales_unclassified	1	73	4	5	12	7	13	6	3	23
6	0.2.13.1.1.3.1	Babeliales_unclassified	0	73	4	5	12	7	13	6	3	23
5	0.2.13.1.1.4	UBA12409	1	2	2	0	0	0	0	0	0	0
6	0.2.13.1.1.4.1	UBA12409_ge	0	2	2	0	0	0	0	0	0	0
5	0.2.13.1.1.5	UBA12411	1	3	1	1	1	0	0	0	0	0
6	0.2.13.1.1.5.1	UBA12411_ge	0	3	1	1	1	0	0	0	0	0
5	0.2.13.1.1.6	Vermiphilaceae	1	5	2	3	0	0	0	0	0	0
6	0.2.13.1.1.6.1	Vermiphilaceae_ge	0	5	2	3	0	0	0	0	0	0
2	0.2.14	Elusimicrobia	4	8	2	2	1	1	0	0	1	1
3	0.2.14.1	Elusimicrobia	2	3	0	1	0	0	0	0	1	1
4	0.2.14.1.1	Lineage_IV	1	2	0	0	0	0	0	0	1	1
5	0.2.14.1.1.1	Lineage_IV_fa	1	2	0	0	0	0	0	0	1	1
6	0.2.14.1.1.1.1	Lineage_IV_ge	0	2	0	0	0	0	0	0	1	1
4	0.2.14.1.2	MVP-88	1	1	0	1	0	0	0	0	0	0
5	0.2.14.1.2.1	MVP-88_fa	1	1	0	1	0	0	0	0	0	0
6	0.2.14.1.2.1.1	MVP-88_ge	0	1	0	1	0	0	0	0	0	0
3	0.2.14.2	Elusimicrobia_unclassified	1	1	0	0	1	0	0	0	0	0
4	0.2.14.2.1	Elusimicrobia_unclassified	1	1	0	0	1	0	0	0	0	0
5	0.2.14.2.1.1	Elusimicrobia_unclassified	1	1	0	0	1	0	0	0	0	0
6	0.2.14.2.1.1.1	Elusimicrobia_unclassified	0	1	0	0	1	0	0	0	0	0
3	0.2.14.3	Lineage_IIb	1	3	1	1	0	1	0	0	0	0
4	0.2.14.3.1	Lineage_IIb_or	1	3	1	1	0	1	0	0	0	0
5	0.2.14.3.1.1	Lineage_IIb_fa	1	3	1	1	0	1	0	0	0	0
6	0.2.14.3.1.1.1	Lineage_IIb_ge	0	3	1	1	0	1	0	0	0	0
3	0.2.14.4	Lineage_IIc	1	1	1	0	0	0	0	0	0	0
4	0.2.14.4.1	Lineage_IIc_or	1	1	1	0	0	0	0	0	0	0
5	0.2.14.4.1.1	Lineage_IIc_fa	1	1	1	0	0	0	0	0	0	0
